caseID,activity_chain,next_activity
1-739412435,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739412435,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Completed - Resolved
1-739412435,"['Completed - Resolved', 'Completed - Closed']",end
1-739412499,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739412499,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Assigned
1-739412499,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739412499,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait
1-739412499,"['Accepted - Wait', 'Completed - Resolved', 'Completed - Closed']",end
1-739412580,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-739412580,"['Completed - Resolved', 'Completed - Closed']",end
1-739412650,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739412650,['Completed - Closed'],end
1-739413109,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",Accepted - In Progress
1-739413109,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739413127,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739413127,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739413127,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739413127,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739413127,"['Completed - Resolved', 'Completed - Closed']",end
1-739413212,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739413212,['Completed - Closed'],end
1-739413403,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739413403,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-739413403,['Completed - Closed'],end
1-739413428,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739413428,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Assigned
1-739413428,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-739413428,['Completed - Resolved'],end
1-739413442,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739413498,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739413540,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739413646,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-739413646,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Completed - Resolved
1-739413646,"['Completed - Resolved', 'Completed - Closed']",end
1-739414928,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739414928,['Completed - Closed'],end
1-739414940,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-739414940,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739415030,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739415092,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739415092,['Completed - Closed'],end
1-739415175,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739415217,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-739415217,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739415217,['Completed - Closed'],end
1-739415221,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-739415221,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739415221,"['Accepted - In Progress', 'Accepted - Wait', 'Completed - Resolved']",Completed - Closed
1-739415221,['Completed - Closed'],end
1-739415374,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739415374,['Completed - Closed'],end
1-739415440,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739415440,['Completed - Closed'],end
1-739415526,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-739415526,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - Wait - Implementation
1-739415526,"['Accepted - Wait - Implementation', 'Completed - Resolved']",end
1-739415569,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739415569,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-739415569,['Completed - Closed'],end
1-739415839,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739415859,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739415859,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739415859,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739415859,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739415908,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739415908,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Completed - Resolved
1-739415908,"['Completed - Resolved', 'Completed - Closed']",end
1-739415920,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739415952,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739416175,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739416307,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739416349,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739416349,['Completed - Closed'],end
1-739416485,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-739416485,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-739416485,['Completed - Closed'],end
1-739416531,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739416531,['Completed - Closed'],end
1-739416557,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739416557,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739416557,"['Completed - Resolved', 'Completed - Closed']",end
1-739416641,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739416641,['Completed - Closed'],end
1-739416700,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739416700,['Completed - Closed'],end
1-739416727,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739418978,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Queued - Awaiting Assignment
1-739418978,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-739418978,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739418978,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739418978,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739418978,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739418978,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - Wait - User
1-739418978,"['Accepted - Wait - User', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-739418978,['Completed - Closed'],end
1-739419198,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739419216,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739419216,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739419280,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739419280,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739419280,"['Completed - Resolved', 'Completed - Closed']",end
1-739419378,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739419467,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739419541,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739419594,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739419594,"['Accepted - In Progress', 'Accepted - Wait - Implementation', 'Accepted - In Progress']",Accepted - Wait
1-739419594,"['Accepted - Wait', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739419594,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Assigned
1-739419594,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - Wait - User
1-739419594,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-739419608,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739419638,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739419900,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739419900,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - User
1-739419900,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-739424259,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739424939,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739424939,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-739424939,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739424939,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739424939,"['Completed - Resolved', 'Completed - Closed']",end
1-739424941,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-739424941,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739425131,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Queued - Awaiting Assignment
1-739425131,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739425131,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-739425131,"['Completed - Resolved', 'Completed - Closed']",end
1-739425141,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739425141,['Completed - Closed'],end
1-739425181,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739425181,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739425181,"['Completed - Resolved', 'Completed - Closed']",end
1-739425191,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739425191,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739425201,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739425201,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-739425201,['Completed - Closed'],end
1-739425291,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739425291,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Completed - Resolved
1-739425291,"['Completed - Resolved', 'Completed - Closed']",end
1-739425301,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-739425301,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739425371,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739425371,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-739425371,"['Accepted - In Progress', 'Accepted - Wait - Implementation', 'Completed - Resolved']",Completed - Closed
1-739425371,"['Completed - Closed', 'Completed - Closed', 'Accepted - In Progress']",Accepted - In Progress
1-739425371,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - Implementation
1-739425371,"['Accepted - Wait - Implementation', 'Accepted - Wait - User', 'Accepted - In Progress']",Completed - Resolved
1-739425371,"['Completed - Resolved', 'Completed - Closed']",end
1-739425411,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739425411,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Completed - Resolved
1-739425411,"['Completed - Resolved', 'Completed - Closed']",end
